TYPE,CUSTOMER_DEPARTMENT,MAIN_CUSTOMER,COMPLEXITY,PRODUCT,ROUNDS,MACHINE,PROD_STE,NECK,STITCH,YARN,ORDER
CNT,Woolovers Ltd - Gents,Woolovers Ltd,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,CASHMERE,N
CNT,Woolovers Ltd - Gents,Woolovers Ltd,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,MERINO,N
APR,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Woolovers Ltd - Ladies,Woolovers Ltd,C1,Pullover,1,INTA,ANS,Crew Neck,Jersey,CASHMERE,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,COTTON,N
CNT,Woolovers Ltd - Gents,Woolovers Ltd,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Spitz Gents,Spitz,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,MERINO,Y
APR,Spitz Gents,Spitz,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Spitz Gents,Spitz,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Spitz Gents,Spitz,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Spitz Gents,Spitz,B,Pullover,3,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Peter Millar Gents,Peter Millar,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,HF,US1,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,HF,US1,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,3,HF,US1,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,4,HF,US1,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,5,HF,US1,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,6,HF,US1,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,ACRYLIC,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,1,HF,US1,V-Neck,Jersey,LAMBSWOOL,Y
CNT,Marketing Trip Ladies - North-6,Marketing Trip,B,Tops,1,AUTO,ANS,Not Applicable,Cable/Aran,COTTON,N
APR,Marketing Trip Ladies - North-6,Marketing Trip,B,Tops,2,AUTO,ANS,Not Applicable,Cable/Aran,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,C1,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Marketing Trip Ladies - North-6,Marketing Trip,C1,Cardigan,1,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,HF,US1,V-Neck,Jersey,LAMBSWOOL,Y
CNT,TM Lewin Gents,TM LEWIN,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LINEN_BLENDS,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Woolovers Ltd - Gents,Woolovers Ltd,C1,Pullover,1,AUTO,ANS,Hood,Jersey,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,1,HF,US1,High Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,2,HF,US1,High Crew Neck,Jersey,COTTON_BLENDS,N
CNT,TM Lewin Gents,TM LEWIN,C2,Cardigan,1,AUTO,ANS,GrandDad Collar,Jersey,LAMBSWOOL,N
CNT,TM Lewin Gents,TM LEWIN,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,1,HF,ANS,Polo Collar,Jersey,LAMBSWOOL_BLENDS,N
CNT,Oui Ladies,Oui Gruppe GmbH & Co. KG,B,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,Y
CNT,Oui Ladies,Oui Gruppe GmbH & Co. KG,B,Pullover,2,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Oui Ladies,Oui Gruppe GmbH & Co. KG,B,Pullover,3,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,French Connection Ladies,French Connection,B,Pullover,1,AUTO,ANS,Roll Edge,Jersey,ACRYLIC,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,AJX,Hood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Hood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Cardigan,1,AUTO,AJX,GrandDad Collar,Jersey,VISCOSE_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Cardigan,1,AUTO,AJX,Hood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Cardigan,2,AUTO,AJX,Hood,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,3,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,4,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Devred SAS Gents,Devred SAS,C1,Pullover,5,AUTO,AJX,Crew Neck,Tuck,COTTON,Y
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Turtle Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,HF,AJX,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,B,Pullover,3,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,B,Pullover,4,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,5,AUTO,ANS,V-Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,ANS,High Crew Neck,Knit/purl,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,High Crew Neck,Knit/purl,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Cardigan,1,HF,US1,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Devred SAS Gents,Devred SAS,C2,Cardigan,2,HF,US1,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,AUTO,ANS,Shawl Collar,Knit/purl,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Shawl Collar,Tuck,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,2,AUTO,ANS,Shawl Collar,Knit/purl,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,B,Pullover,3,AUTO,ANS,Shawl Collar,Knit/purl,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,4,AUTO,ANS,Shawl Collar,Knit/purl,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,5,AUTO,ANS,Shawl Collar,Knit/purl,LAMBSWOOL_BLENDS,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Pullover,1,HF,AJX,High Crew Neck,Tuck,POLYESTER_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Jersey,POLYESTER_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Tuck,POLYESTER_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,2,HF,US1,Crew Neck,Tuck,POLYESTER_BLENDS,N
CNT,TM Lewin Gents,TM LEWIN,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL,N
APR,TM Lewin Gents,TM LEWIN,C1,Pullover,2,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,1,AUTO,ANS,V-Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,2,AUTO,ANS,V-Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,3,AUTO,ANS,V-Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,4,AUTO,ANS,V-Neck,Jersey,CASHMERE,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,B,Pullover,2,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
APR,Devred SAS Gents,Devred SAS,B,Pullover,3,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,Y
APR,Devred SAS Gents,Devred SAS,B,Pullover,4,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,LAMBSWOOL_BLENDS,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,ANS,Crew Neck,Cable/Aran,LAMBSWOOL_BLENDS,N
CNT,Next Retail Limited Gents,Next Retail Limited,B,Pullover,1,HF,FKL,Crew Neck,Jersey,LAMBSWOOL,N
CNT,Next Retail Limited Gents,Next Retail Limited,B,Pullover,2,HF,FKL,Crew Neck,Jersey,LAMBSWOOL,N
APR,Next Retail Limited Gents,Next Retail Limited,B,Pullover,3,HF,FKL,Crew Neck,Jersey,LAMBSWOOL,Y
CNT,Next Ladies,Next Retail Limited,B,Cardigan,1,AUTO,ANS,Y-Shape Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Cardigan,2,AUTO,ANS,Y-Shape Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,CASHMERE,N
CNT,Next Ladies,Next Retail Limited,B,Pullover,3,AUTO,ANS,Crew Neck,Jersey,CASHMERE,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Crew Neck,Intarsia,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Turtle Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,C1,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,V-Neck,Stripes,COTTON_BLENDS,N
CNT,Marketing Trip Ladies - North-3,Marketing Trip,C1,Pullover,1,AUTO,FKL,Polo Collar,Cable/Aran,VISCOSE_BLENDS,N
CNT,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,C1,Cardigan,1,AUTO,ANS,Crew Neck,Jersey,MERINO,N
APR,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,C2,Cardigan,2,AUTO,ANS,Crew Neck,Jersey,MERINO,N
CNT,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,C1,Cardigan,1,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Bonnet,1,AUTO,FKL,Not Applicable,Jacquard,COTTON,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Bonnet,1,AUTO,ANS,Not Applicable,Cable/Aran,COTTON_BLENDS,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,1,AUTO,ANS,Not Applicable,Knit/purl,COTTON,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,1,AUTO,FKL,Not Applicable,Jacquard,COTTON,N
CNT,Bonobo Gents,Bonobo Planet,C1,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Bonnet,1,HF,US1,Not Applicable,Tuck,COTTON,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Scarf,1,HF,US1,Not Applicable,Jersey,COCONA-POLYESTER,N
CNT,Moss Bros Gents,MOSS BROS,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,MERINO_BLENDS,N
CNT,Celio Paris Accessories Gents,Celio International SA,B,Bonnet,1,HF,US1,Not Applicable,Jersey,NYLON_BLENDS,N
CNT,Moss Bros Gents,MOSS BROS,B,Pullover,1,HF,US1,Crew Neck,Jersey,MERINO_BLENDS,N
CNT,Moss Bros Gents,MOSS BROS,C1,Pullover,1,AUTO,ANS,Crew Neck,Tuck,LAMBSWOOL_BLENDS,N
CNT,Moss Bros Gents,MOSS BROS,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,LAMBSWOOL_BLENDS,N
APR,Moss Bros Gents,MOSS BROS,B,Pullover,3,AUTO,ANS,Crew Neck,Tuck,LAMBSWOOL_BLENDS,Y
CNT,Moss Bros Gents,MOSS BROS,B,Pullover,1,HF,US1,Turtle Neck,Jersey,MERINO,N
CNT,Moss Bros Gents,MOSS BROS,C1,Pullover,1,HF,US1,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
APR,Moss Bros Gents,MOSS BROS,B,Pullover,2,HF,US1,High Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Spitz Gents,Spitz,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON_BLENDS,N
CNT,Spitz Gents,Spitz,B,Pullover,2,AUTO,ANS,Crew Neck,Knit/purl,COTTON_BLENDS,N
CNT,Spitz Gents,Spitz,B,Pullover,1,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
CNT,Spitz Gents,Spitz,B,Pullover,2,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
CNT,Spitz Gents,Spitz,C1,Pullover,1,AUTO,ANS,Polo Collar,Knit/purl,MERINO_BLENDS,N
CNT,Spitz Gents,Spitz,C1,Pullover,2,AUTO,ANS,Polo Collar,Knit/purl,MERINO_BLENDS,N
APR,Spitz Gents,Spitz,C1,Pullover,3,AUTO,ANS,Polo Collar,Knit/purl,MERINO_BLENDS,Y
APR,Spitz Gents,Spitz,C1,Pullover,4,AUTO,ANS,Polo Collar,Knit/purl,MERINO_BLENDS,N
CNT,Spitz Gents,Spitz,C1,Pullover,1,AUTO,ANS,Polo Collar,Knit/purl,MERINO_BLENDS,N
CNT,Spitz Gents,Spitz,C1,Pullover,2,AUTO,ANS,Polo Collar,Tuck,MERINO_BLENDS,N
CNT,Training For Gents,Training For,C1,Pullover,1,AUTO,ANS,V-Neck,Jersey,WOOL,N
CNT,Roots Ladies,Roots,C1,Cardigan,1,AUTO,ANS,V-Neck,Tuck,MERINO_BLENDS,N
CNT,Spitz Gents,Spitz,C1,Pullover,1,INTA,ANS,Shawl Collar,Tuck,MERINO_BLENDS,N
CNT,Spitz Gents,Spitz,C1,Pullover,2,INTA,ANS,Shawl Collar,Tuck,MERINO,N
CNT,Spitz Gents,Spitz,B,Pullover,1,AUTO,ANS,Turtle Neck,Tuck,MERINO_BLENDS,N
CNT,Roots Ladies,Roots,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,CASHMERE_BLENDS,N
CNT,Roots Ladies,Roots,C1,Trousers,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE_BLENDS,N
CNT,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,2,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,3,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,Y
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,AJX,Crew Neck,Tuck,COTTON,N
CNT,KWAY Gents,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,KWAY Gents,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Roots Kids,Roots,B,Bonnet,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE_BLENDS,N
CNT,Roots Kids,Roots,B,Bonnet,2,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Training For Gents,Training For,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,C1,Pullover,1,AUTO,AJX,High Crew Neck,Intarsia,COTTON,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,3,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Training For Gents,Training For,B,Pullover,1,AUTO,ANS,Col Camionneur,Jersey,WOOL,N
CNT,Roots Kids,Roots,B,Scarf,1,AUTO,ANS,Not Applicable,Rib,CASHMERE_BLENDS,N
CNT,Roots Kids,Roots,B,Scarf,2,AUTO,ANS,Not Applicable,Rib,CASHMERE,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,1,AUTO,ANS,V-Neck,Jacquard,COTTON_BLENDS,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,2,AUTO,ANS,V-Neck,Jacquard,COTTON_BLENDS,N
APR,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Tommy Hilfiger Gents,Tommy Hilfiger,C1,Pullover,1,AUTO,ANS,Crew Neck,Cable/Aran,COTTON_BLENDS,N
CNT,Diana Gents,DIANA,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,COTTON,N
CNT,Roots Kids,Roots,B,Not Applicable,1,AUTO,ANS,Not Applicable,Rib,CASHMERE_BLENDS,N
CNT,Roots Kids,Roots,B,Not Applicable,2,AUTO,ANS,Not Applicable,Rib,CASHMERE,N
CNT,TM Lewin Gents,TM LEWIN,B,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,LAMBSWOOL,N
CNT,Roots Kids,Roots,B,Gloves,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE_BLENDS,N
CNT,Roots Kids,Roots,B,Gloves,2,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Training For Gents,Training For,C2,Pullover,1,AUTO,ANS,Crew Neck with Hood,Jersey,COTTON,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,1,AUTO,ANS,Shawl Collar,Tuck,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,2,AUTO,ANS,Shawl Collar,Tuck,LAMBSWOOL_BLENDS,Y
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,3,AUTO,ANS,Shawl Collar,Jersey,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,4,AUTO,ANS,Shawl Collar,Jersey,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,5,AUTO,ANS,Shawl Collar,Jersey,LAMBSWOOL_BLENDS,N
CNT,Roots Kids,Roots,B,Bonnet,1,AUTO,ANS,Not Applicable,Rib,CASHMERE,N
CNT,Roots Kids,Roots,B,Bonnet,2,AUTO,ANS,Not Applicable,Rib,CASHMERE,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,Y
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,3,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,4,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C2,Cardigan,1,AUTO,ANS,Shawl Collar,Tuck,LAMBSWOOL_BLENDS,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C2,Cardigan,2,AUTO,ANS,Shawl Collar,Tuck,LAMBSWOOL_BLENDS,Y
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,WOOL,N
CNT,Roots Kids,Roots,B,Gloves,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Gloves,2,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,2,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,1,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,2,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,3,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Roots Kids,Roots,B,Not Applicable,4,AUTO,ANS,Not Applicable,Jersey,CASHMERE,N
CNT,Training For Gents,Training For,C1,Pullover,1,AUTO,ANS,Hood,Jersey,WOOL,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,AJX,Crew Neck,Tuck,POLYESTER_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,AJX,Crew Neck,Jersey,POLYESTER_BLENDS,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Stripes,COTTON,N
CNT,Diana Gents,DIANA,C1,Cardigan,1,AUTO,ANS,Polo Collar,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marketing Trip Gents - North-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Jersey,CASHMERE,N
APR,The House Of Bruar Ladies,The House Of Bruar,B,Pullover,1,HF,ANS,Crew Neck,Jersey,LAMBSWOOL,Y
APR,The House Of Bruar Ladies,The House Of Bruar,B,Pullover,1,HF,ANS,V-Neck,Jersey,LAMBSWOOL,Y
APR,The House Of Bruar Ladies,The House Of Bruar,B,Pullover,1,HF,ANS,Turtle Neck,Jersey,LAMBSWOOL,Y
APR,The House Of Bruar Ladies,The House Of Bruar,B,Cardigan,1,HF,ANS,Crew Neck,Jersey,LAMBSWOOL,Y
APR,The House Of Bruar Ladies,The House Of Bruar,B,Pullover,1,HF,ANS,V-Neck,Jersey,LAMBSWOOL,Y
APR,The House Of Bruar Ladies,The House Of Bruar,B,Cardigan,1,AUTO,ANS,V-Neck,Cable/Aran,LAMBSWOOL,Y
CNT,French Connection Ladies,French Connection,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,ACRYLIC,N
CNT,French Connection Ladies,French Connection,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,ACRYLIC,N
